loc_rowid,pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_masse,sy_dist
340,EPIC 220674823 b,1,2,Transit,2016,K2,8.36000,244.5900000
341,EPIC 220674823 b,1,2,Transit,2016,K2,,244.5900000
342,EPIC 220674823 b,1,2,Transit,2016,K2,,244.5900000
343,EPIC 220674823 b,1,2,Transit,2016,K2,,244.5900000
344,EPIC 220674823 b,1,2,Transit,2016,K2,9.00000,244.5900000
345,EPIC 220674823 b,1,2,Transit,2016,K2,7.72000,244.5900000
346,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
347,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
348,EPIC 220674823 c,1,2,Transit,2016,K2,5.70000,244.5900000
349,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
350,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
351,EPIC 220674823 c,1,2,Transit,2016,K2,5.80000,244.5900000
352,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
353,EPIC 220674823 c,1,2,Transit,2016,K2,,244.5900000
354,EPIC 246851721 b,2,1,Transit,2018,K2,953.49000,372.6320000
355,EPIC 248847494 b,1,1,Transit,2018,K2,4131.79000,551.8860000
356,EPIC 249893012 b,1,3,Transit,2020,K2,8.75000,321.2960000
357,EPIC 249893012 c,1,3,Transit,2020,K2,14.67000,321.2960000
358,EPIC 249893012 d,1,3,Transit,2020,K2,10.18000,321.2960000
359,FU Tau b,1,1,Imaging,2008,Spitzer Space Telescope,5085.28000,
360,G 9-40 b,1,1,Transit,2019,K2,,27.9276000
361,G 9-40 b,1,1,Transit,2019,K2,,27.9276000
362,GJ 1061 b,1,3,Radial Velocity,2020,La Silla Observatory,,3.6727800
363,GJ 1061 c,1,3,Radial Velocity,2020,La Silla Observatory,,3.6727800
364,GJ 1061 d,1,3,Radial Velocity,2020,La Silla Observatory,,3.6727800
365,GJ 1132 b,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.58000,12.6130000
366,GJ 1132 b,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.66000,12.6130000
367,GJ 1132 b,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.62000,12.6130000
368,GJ 1132 b,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.63000,12.6130000
369,GJ 1132 c,1,2,Radial Velocity,2018,La Silla Observatory,,12.6130000
370,GJ 1148 b,1,2,Radial Velocity,2010,W. M. Keck Observatory,,11.0143000
371,GJ 1148 b,1,2,Radial Velocity,2010,W. M. Keck Observatory,,11.0143000
372,GJ 1148 c,1,2,Radial Velocity,2017,Calar Alto Observatory,,11.0143000
373,GJ 1151 b,1,1,Radial Velocity,2021,Multiple Observatories,,8.0362500
374,GJ 1214 b,1,1,Transit,2009,MEarth Project,6.43000,14.6427000
375,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
376,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
377,GJ 1214 b,1,1,Transit,2009,MEarth Project,6.37000,14.6427000
378,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
379,GJ 1214 b,1,1,Transit,2009,MEarth Project,6.45000,14.6427000
380,GJ 1214 b,1,1,Transit,2009,MEarth Project,6.55000,14.6427000
381,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
382,GJ 1214 b,1,1,Transit,2009,MEarth Project,6.26125,14.6427000
383,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
384,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
385,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
386,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
387,GJ 1214 b,1,1,Transit,2009,MEarth Project,,14.6427000
388,GJ 1252 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,20.3730000
389,GJ 1252 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.09000,20.3730000
390,GJ 1265 b,1,1,Radial Velocity,2018,Calar Alto Observatory,,10.2525000
391,GJ 143 b,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),22.70000,16.3200000
392,GJ 143 b,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),30.63000,16.3200000
393,GJ 143 b,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,16.3200000
394,GJ 15 A b,2,2,Radial Velocity,2014,W. M. Keck Observatory,,3.5622800
395,GJ 15 A b,2,2,Radial Velocity,2014,W. M. Keck Observatory,,3.5622800
396,GJ 15 A c,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,,3.5622800
397,GJ 160.2 b,1,1,Radial Velocity,2014,Multiple Observatories,,25.8557000
398,GJ 163 b,1,3,Radial Velocity,2013,La Silla Observatory,,15.1285000
399,GJ 163 c,1,3,Radial Velocity,2013,La Silla Observatory,,15.1285000
400,GJ 163 d,1,3,Radial Velocity,2013,La Silla Observatory,,15.1285000
401,GJ 179 b,1,1,Radial Velocity,2009,W. M. Keck Observatory,,12.3560000
402,GJ 180 b,1,3,Radial Velocity,2014,Multiple Observatories,,11.9407000
403,GJ 180 b,1,3,Radial Velocity,2014,Multiple Observatories,,11.9407000
404,GJ 180 c,1,3,Radial Velocity,2014,Multiple Observatories,,11.9407000
405,GJ 180 d,1,3,Radial Velocity,2020,Multiple Facilities,,11.9407000
406,GJ 2056 b,1,1,Radial Velocity,2020,Multiple Observatories,,28.4434000
407,GJ 229 A c,2,2,Radial Velocity,2020,Multiple Facilities,,5.7562400
408,GJ 229 b,2,2,Radial Velocity,2014,Multiple Observatories,,5.7562400
409,GJ 229 b,2,2,Radial Velocity,2014,Multiple Observatories,,5.7562400
410,GJ 251 b,1,1,Radial Velocity,2020,W. M. Keck Observatory,,5.5805700
411,GJ 27.1 b,1,1,Radial Velocity,2014,Multiple Observatories,,23.6062000
412,GJ 273 b,1,2,Radial Velocity,2017,La Silla Observatory,,5.9215350
413,GJ 273 c,1,2,Radial Velocity,2017,La Silla Observatory,,5.9215350
414,GJ 3021 b,2,1,Radial Velocity,2000,La Silla Observatory,,17.5559000
415,GJ 3082 b,1,1,Radial Velocity,2020,Multiple Facilities,,16.6186000
416,GJ 3138 b,1,3,Radial Velocity,2017,La Silla Observatory,,28.4712000
417,GJ 3138 c,1,3,Radial Velocity,2017,La Silla Observatory,,28.4712000
418,GJ 3138 d,1,3,Radial Velocity,2017,La Silla Observatory,,28.4712000
419,GJ 317 b,1,2,Radial Velocity,2007,W. M. Keck Observatory,,15.1968000
420,GJ 317 b,1,2,Radial Velocity,2007,W. M. Keck Observatory,794.50000,15.1968000
421,GJ 317 b,1,2,Radial Velocity,2007,W. M. Keck Observatory,,15.1968000
422,GJ 317 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,,15.1968000
423,GJ 317 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,,15.1968000
424,GJ 317 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,,15.1968000
425,GJ 328 b,1,1,Radial Velocity,2013,McDonald Observatory,,20.5266000
426,GJ 3293 b,1,4,Radial Velocity,2015,La Silla Observatory,,20.1903000
427,GJ 3293 b,1,4,Radial Velocity,2015,La Silla Observatory,,20.1903000
428,GJ 3293 c,1,4,Radial Velocity,2015,La Silla Observatory,,20.1903000
429,GJ 3293 c,1,4,Radial Velocity,2015,La Silla Observatory,,20.1903000
430,GJ 3293 d,1,4,Radial Velocity,2017,La Silla Observatory,,20.1903000
431,GJ 3293 e,1,4,Radial Velocity,2017,La Silla Observatory,,20.1903000
432,GJ 3323 b,1,2,Radial Velocity,2017,La Silla Observatory,,5.3748400
433,GJ 3323 c,1,2,Radial Velocity,2017,La Silla Observatory,,5.3748400
434,GJ 3341 b,1,1,Radial Velocity,2015,La Silla Observatory,,23.6190000
435,GJ 338 B b,2,1,Radial Velocity,2020,Calar Alto Observatory,,6.3325600
436,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,,29.4214000
437,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,12.58000,29.4214000
438,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,,29.4214000
439,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,,29.4214000
440,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,13.90000,29.4214000
441,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,13.90000,29.4214000
442,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,14.00000,29.4214000
443,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,13.73000,29.4214000
444,GJ 3470 b,1,1,Radial Velocity,2012,La Silla Observatory,14.10000,29.4214000
445,GJ 3473 b,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,27.3644000
446,GJ 3473 b,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.86000,27.3644000
447,GJ 3473 c,2,2,Radial Velocity,2020,Multiple Observatories,,27.3644000
448,GJ 3512 b,1,1,Radial Velocity,2019,Calar Alto Observatory,,9.4863700
449,GJ 357 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1.84000,9.4418100
450,GJ 357 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,9.4418100
451,GJ 357 c,1,3,Radial Velocity,2019,Multiple Observatories,,9.4418100
452,GJ 357 d,1,3,Radial Velocity,2019,Multiple Observatories,,9.4418100
453,GJ 3634 b,1,1,Radial Velocity,2010,La Silla Observatory,8.40000,20.3779000
454,GJ 3779 b,1,1,Radial Velocity,2018,Calar Alto Observatory,,13.7430000
455,GJ 3942 b,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,,16.9287000
456,GJ 3998 b,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,,18.1459000
457,GJ 3998 c,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,,18.1459000
458,GJ 411 b,1,1,Radial Velocity,2019,Haute-Provence Observatory,,5.6757730
459,GJ 411 b,1,1,Radial Velocity,2019,Haute-Provence Observatory,,5.6757730
460,GJ 414 A b,2,2,Radial Velocity,2021,W. M. Keck Observatory,,11.8893000
461,GJ 414 A c,2,2,Radial Velocity,2021,W. M. Keck Observatory,,11.8893000
462,GJ 422 b,1,1,Radial Velocity,2014,Multiple Observatories,,12.6631000
463,GJ 422 b,1,1,Radial Velocity,2014,Multiple Observatories,,12.6631000
464,GJ 4276 b,1,1,Radial Velocity,2019,Calar Alto Observatory,,21.3362000
465,GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,,9.0645600
466,GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,,9.0645600
467,GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,,9.0645600
468,GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,,9.0645600
469,GJ 433 c,1,3,Radial Velocity,2014,Multiple Observatories,,9.0645600
470,GJ 433 c,1,3,Radial Velocity,2014,Multiple Observatories,,9.0645600
471,GJ 433 d,1,3,Radial Velocity,2020,Multiple Facilities,,9.0645600
472,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
473,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
474,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,23.10000,9.7532100
475,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,25.40000,9.7532100
476,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
477,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
478,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,23.16880,9.7532100
479,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,23.20100,9.7532100
480,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,25.40000,9.7532100
481,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
482,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
483,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
484,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
485,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,23.42407,9.7532100
486,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,22.10000,9.7532100
487,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,21.67601,9.7532100
488,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,23.13802,9.7532100
489,GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,,9.7532100
490,GJ 480 b,1,1,Radial Velocity,2020,Multiple Observatories,,14.2358000
491,GJ 486 b,1,1,Radial Velocity,2021,Calar Alto Observatory,2.82000,8.0742600
492,GJ 486 b,1,1,Radial Velocity,2021,Calar Alto Observatory,,8.0742600
493,GJ 504 b,1,1,Imaging,2013,Subaru Telescope,1271.30000,17.5299000
494,GJ 536 b,1,1,Radial Velocity,2016,La Silla Observatory,,10.4092000
495,GJ 536 b,1,1,Radial Velocity,2016,La Silla Observatory,,10.4092000
496,GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,,6.2981000
497,GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,,6.2981000
498,GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,,6.2981000
499,GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,,6.2981000
500,GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,,6.2981000
501,GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,,6.2981000
502,GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,,6.2981000
503,GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,,6.2981000
504,GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,,6.2981000
505,GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,,6.2981000
506,GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,,6.2981000
507,GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,,6.2981000
508,GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,,6.2981000
509,GJ 625 b,1,1,Radial Velocity,2017,Multiple Observatories,,6.4724900
510,GJ 649 b,1,1,Radial Velocity,2009,W. M. Keck Observatory,,10.3796000
511,GJ 667 C b,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
512,GJ 667 C b,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
513,GJ 667 C b,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
514,GJ 667 C b,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
515,GJ 667 C c,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
516,GJ 667 C c,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
517,GJ 667 C c,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
518,GJ 667 C c,3,5,Radial Velocity,2011,La Silla Observatory,,7.2439600
519,GJ 667 C e,3,5,Radial Velocity,2013,La Silla Observatory,,7.2439600
520,GJ 667 C f,3,5,Radial Velocity,2013,La Silla Observatory,,7.2439600
521,GJ 667 C g,3,5,Radial Velocity,2013,La Silla Observatory,,7.2439600
522,GJ 674 b,1,1,Radial Velocity,2007,La Silla Observatory,,4.5489600
523,GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,,16.0272000
524,GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,2129.46100,16.0272000
525,GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,,16.0272000
526,GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,,16.0272000
527,GJ 676 A c,2,4,Radial Velocity,2016,Paranal Observatory,,16.0272000
528,GJ 676 A d,2,4,Radial Velocity,2012,La Silla Observatory,,16.0272000
529,GJ 676 A d,2,4,Radial Velocity,2012,La Silla Observatory,,16.0272000
530,GJ 676 A e,2,4,Radial Velocity,2012,La Silla Observatory,,16.0272000
531,GJ 676 A e,2,4,Radial Velocity,2012,La Silla Observatory,,16.0272000
532,GJ 682 b,1,2,Radial Velocity,2014,Multiple Observatories,,5.0067100
533,GJ 682 c,1,2,Radial Velocity,2014,Multiple Observatories,,5.0067100
534,GJ 685 b,1,1,Radial Velocity,2019,Qatar,,14.3155000
535,GJ 687 b,1,2,Radial Velocity,2014,Lick Observatory,,4.5493900
536,GJ 687 b,1,2,Radial Velocity,2014,Lick Observatory,,4.5493900
537,GJ 687 b,1,2,Radial Velocity,2014,Lick Observatory,,4.5493900
538,GJ 687 c,1,2,Radial Velocity,2020,Multiple Observatories,,4.5493900
539,GJ 740 b,1,1,Radial Velocity,2021,Multiple Observatories,,11.1017000
540,GJ 832 b,1,2,Radial Velocity,2008,Anglo-Australian Telescope,,4.9643500
541,GJ 832 b,1,2,Radial Velocity,2008,Anglo-Australian Telescope,,4.9643500
542,GJ 832 b,1,2,Radial Velocity,2008,Anglo-Australian Telescope,,4.9643500
543,GJ 832 c,1,2,Radial Velocity,2014,Multiple Observatories,,4.9643500
544,GJ 849 b,1,1,Radial Velocity,2006,W. M. Keck Observatory,,8.8005800
545,GJ 849 b,1,1,Radial Velocity,2006,W. M. Keck Observatory,,8.8005800
546,GJ 849 b,1,1,Radial Velocity,2006,W. M. Keck Observatory,,8.8005800
547,GJ 849 b,1,1,Radial Velocity,2006,W. M. Keck Observatory,,8.8005800
548,GJ 86 b,2,1,Radial Velocity,1999,La Silla Observatory,,10.7836000
549,GJ 86 b,2,1,Radial Velocity,1999,La Silla Observatory,,10.7836000
550,GJ 86 b,2,1,Radial Velocity,1999,La Silla Observatory,,10.7836000
551,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,,4.6751700
552,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,804.07600,4.6751700
553,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,,4.6751700
554,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,,4.6751700
555,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,845.30000,4.6751700
556,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,723.22350,4.6751700
557,GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,839.04000,4.6751700
558,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,273.32000,4.6751700
559,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,266.20000,4.6751700
560,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,251.07500,4.6751700
561,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,226.98460,4.6751700
562,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,,4.6751700
563,GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,,4.6751700
564,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,7.49000,4.6751700
565,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,,4.6751700
566,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,,4.6751700
567,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,7.53000,4.6751700
568,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,6.83000,4.6751700
569,GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,,4.6751700
570,GJ 876 e,1,4,Radial Velocity,2010,W. M. Keck Observatory,14.60000,4.6751700
571,GJ 876 e,1,4,Radial Velocity,2010,W. M. Keck Observatory,16.58000,4.6751700
572,GJ 876 e,1,4,Radial Velocity,2010,W. M. Keck Observatory,,4.6751700
573,GJ 887 b,1,2,Radial Velocity,2020,La Silla Observatory,,3.2900000
574,GJ 887 c,1,2,Radial Velocity,2020,La Silla Observatory,,3.2900000
575,GJ 9066 b,1,2,Radial Velocity,2020,Multiple Observatories,,4.4710000
576,GJ 9066 c,1,2,Radial Velocity,2020,Multiple Observatories,,4.4710000
577,GJ 96 b,1,1,Radial Velocity,2018,Haute-Provence Observatory,,11.9315000
578,GJ 9827 b,1,3,Transit,2017,K2,4.89000,29.6610000
579,GJ 9827 b,1,3,Transit,2017,K2,3.42000,29.6610000
580,GJ 9827 b,1,3,Transit,2017,K2,4.91000,29.6610000
581,GJ 9827 b,1,3,Transit,2017,K2,,29.6610000
582,GJ 9827 c,1,3,Transit,2017,K2,,29.6610000
583,GJ 9827 c,1,3,Transit,2017,K2,2.42000,29.6610000
584,GJ 9827 c,1,3,Transit,2017,K2,0.84000,29.6610000
585,GJ 9827 d,1,3,Transit,2017,K2,,29.6610000
586,GJ 9827 d,1,3,Transit,2017,K2,5.20000,29.6610000
587,GJ 9827 d,1,3,Transit,2017,K2,4.04000,29.6610000
588,GQ Lup b,1,1,Imaging,2004,Paranal Observatory,9852.73000,151.1690000
589,GQ Lup b,1,1,Imaging,2004,Paranal Observatory,6356.00000,151.1690000
590,GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,4258.70000,108.5000000
591,GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,5300.00000,108.5000000
592,GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,5000.00000,108.5000000
593,GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,4767.45000,108.5000000
594,GU Psc b,1,1,Imaging,2014,Gemini Observatory,3591.30000,47.5501000
595,Gl 378 b,1,1,Radial Velocity,2019,Haute-Provence Observatory,,14.9545000
596,Gl 49 b,2,1,Radial Velocity,2019,Multiple Observatories,,9.8528000
597,Gl 686 b,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,,8.1572800
598,Gl 686 b,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,,8.1572800
599,Gl 686 b,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,,8.1572800
600,HAT-P-1 b,2,1,Transit,2006,HATNet,166.86075,158.9790000
601,HAT-P-1 b,2,1,Transit,2006,HATNet,,158.9790000
602,HAT-P-1 b,2,1,Transit,2006,HATNet,,158.9790000
603,HAT-P-1 b,2,1,Transit,2006,HATNet,166.86075,158.9790000
604,HAT-P-1 b,2,1,Transit,2006,HATNet,166.53600,158.9790000
605,HAT-P-1 b,2,1,Transit,2006,HATNet,168.44990,158.9790000
606,HAT-P-1 b,2,1,Transit,2006,HATNet,166.54292,158.9790000
607,HAT-P-1 b,2,1,Transit,2006,HATNet,168.44990,158.9790000
608,HAT-P-1 b,2,1,Transit,2006,HATNet,,158.9790000
609,HAT-P-1 b,2,1,Transit,2006,HATNet,168.13207,158.9790000
610,HAT-P-1 b,2,1,Transit,2006,HATNet,169.08556,158.9790000
611,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
612,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
613,HAT-P-11 b,1,2,Transit,2008,HATNet,26.69772,37.7647000
614,HAT-P-11 b,1,2,Transit,2008,HATNet,25.74300,37.7647000
615,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
616,HAT-P-11 b,1,2,Transit,2008,HATNet,24.02795,37.7647000
617,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
618,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
619,HAT-P-11 b,1,2,Transit,2008,HATNet,28.60470,37.7647000
620,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
621,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
622,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
623,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
624,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
625,HAT-P-11 b,1,2,Transit,2008,HATNet,,37.7647000
626,HAT-P-11 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,731.00900,37.7647000
627,HAT-P-11 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,,37.7647000
628,HAT-P-12 b,1,1,Transit,2009,HATNet,66.74430,142.7510000
629,HAT-P-12 b,1,1,Transit,2009,HATNet,,142.7510000
630,HAT-P-12 b,1,1,Transit,2009,HATNet,67.06213,142.7510000
631,HAT-P-12 b,1,1,Transit,2009,HATNet,67.05900,142.7510000
632,HAT-P-12 b,1,1,Transit,2009,HATNet,66.39469,142.7510000
633,HAT-P-12 b,1,1,Transit,2009,HATNet,,142.7510000
634,HAT-P-12 b,1,1,Transit,2009,HATNet,66.23577,142.7510000
635,HAT-P-12 b,1,1,Transit,2009,HATNet,,142.7510000
636,HAT-P-12 b,1,1,Transit,2009,HATNet,63.88383,142.7510000
637,HAT-P-13 b,1,2,Transit,2009,HATNet,287.95398,246.8100000
638,HAT-P-13 b,1,2,Transit,2009,HATNet,285.72917,246.8100000
639,HAT-P-13 b,1,2,Transit,2009,HATNet,271.09800,246.8100000
640,HAT-P-13 b,1,2,Transit,2009,HATNet,280.64389,246.8100000
641,HAT-P-13 b,1,2,Transit,2009,HATNet,,246.8100000
642,HAT-P-13 b,1,2,Transit,2009,HATNet,270.46200,246.8100000
643,HAT-P-13 b,1,2,Transit,2009,HATNet,285.72917,246.8100000
644,HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,,246.8100000
645,HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,,246.8100000
646,HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,,246.8100000
647,HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,,246.8100000
648,HAT-P-14 b,2,1,Transit,2010,HATNet,731.96249,222.6630000
649,HAT-P-14 b,2,1,Transit,2010,HATNet,1093.33520,222.6630000
650,HAT-P-14 b,2,1,Transit,2010,HATNet,709.39656,222.6630000
651,HAT-P-14 b,2,1,Transit,2010,HATNet,736.09428,222.6630000
652,HAT-P-14 b,2,1,Transit,2010,HATNet,,222.6630000
653,HAT-P-14 b,2,1,Transit,2010,HATNet,,222.6630000
654,HAT-P-14 b,2,1,Transit,2010,HATNet,721.79193,222.6630000
655,HAT-P-14 b,2,1,Transit,2010,HATNet,709.36700,222.6630000
656,HAT-P-14 b,2,1,Transit,2010,HATNet,724.65240,222.6630000
657,HAT-P-15 b,1,1,Transit,2010,HATNet,618.47100,192.5160000
658,HAT-P-15 b,1,1,Transit,2010,HATNet,619.45067,192.5160000
